customer_id,age,annual_income_k,tenure_months,monthly_orders,avg_basket_usd,discount_share,app_sessions_per_month,website_minutes_per_month,support_tickets_6m,returns_6m,days_since_last_order,delivery_distance_km,satisfaction_score,ad_exposure_score,account_balance_points,preferred_device,region,membership_tier,primary_category
101070,43.7,78.9,36.6,2.16,91.79,0.191,15,71,4,1,0,7.8,4.46,60.4,2285,desktop,South,premium,electronics
101071,35.8,82.7,12.4,5.78,55.1,0.75,19.7,43.4,1,1,0,14.5,5,65.5,2048,mobile,Midwest,premium,beauty
101072,18,54.2,31,5.81,25.61,0.576,13.2,81.2,6,3,29.5,6.3,4.21,49.1,819,tablet,West,plus,electronics
101073,45.4,69.3,15.7,9.02,41.13,0.543,3.4,66.3,3,4,7.8,12.4,5,43,1301,mobile,West,plus,groceries
101074,47.2,57.6,31.3,7.29,28.39,0.543,12.6,57.6,3,4,24,6.7,4.13,64.6,974,desktop,West,plus,beauty
101075,41.8,76.1,25.7,7.4,75.94,0.667,12,24.4,2,4,5.9,10.6,4.94,56.5,2046,desktop,South,basic,electronics
101076,39.4,65.3,18.8,6.97,46.33,0.52,7.1,90.7,5,0,7.2,17.9,4.9,59.8,1882,,Midwest,basic,groceries
101077,30.7,76.5,36.1,7.27,58.19,0.328,8,41.5,2,2,8,16,5,54.5,1946,desktop,West,basic,beauty
101078,47,103.8,44.5,4.68,94.44,0.232,2.2,61.9,4,2,14.9,10.5,4.72,54.5,2287,mobile,West,plus,groceries
101079,31,93.6,19.6,3.32,64.32,0.265,12.2,,1,2,24.8,4.6,5,50.2,1747,tablet,West,basic,groceries
101080,30.4,58.7,22.4,4.5,21.57,0.751,15.3,17.7,1,0,19,7.8,4.89,61.2,992,tablet,Midwest,basic,home
101081,41.4,105.7,39.5,3.24,121.9,0.053,2.9,84.2,1,1,1.5,11.7,5,56.4,2473,desktop,West,plus,beauty
101082,45.6,70.9,32.7,4.62,42.4,0.509,15.8,18.4,2,2,11.9,5.4,5,55,1711,desktop,West,premium,groceries
101083,46.9,73.3,5.7,9.27,64.44,0.483,10.9,41.8,0,2,8.3,12.3,5,38,2081,tablet,Midwest,plus,
101084,31.3,48.2,13.3,10.65,26.53,0.668,20.4,,2,1,27,8,5,53.9,1827,mobile,Northeast,basic,groceries
101085,45.3,83.6,28.7,11.23,61,0.377,8.4,32,1,3,6.7,16.1,5,44.4,2331,tablet,South,plus,beauty
101086,37.5,60.3,12.6,7.67,37.28,0.442,6.3,,4,1,19.3,3.7,5,46.6,1631,mobile,Midwest,basic,
101087,42.1,81.5,30.9,6.78,57.88,0.491,12.6,9.3,4,1,12.1,13.7,4,56.6,1606,mobile,South,plus,groceries
101088,18,85.1,11.2,4.08,106.41,0.129,12,122.6,4,4,11.2,5.7,4.82,55.8,2336,mobile,West,basic,electronics
101089,60,105.6,30.2,10.27,53.24,0.58,13.7,,1,1,10.3,15.7,5,45.9,1712,mobile,Midwest,plus,beauty
101090,30.2,62.9,23.8,4.79,34.63,0.52,10.9,34.8,1,0,16,6.8,5,50.5,1515,mobile,Midwest,basic,groceries
101091,52.6,,7.3,8.62,18.5,0.565,14.2,71.4,1,0,6.1,2.9,5,57.3,948,,Northeast,plus,groceries
101092,33.1,84.6,7.3,3.88,84.02,0.263,29.3,125.3,3,2,19,9.1,4.21,56.5,1837,tablet,South,basic,groceries
101093,38.1,75.4,33.6,9.02,29.56,0.714,6.8,64.8,2,3,3.7,10.6,5,52.6,1946,mobile,Midwest,basic,electronics
101094,37.9,60.5,11.2,4.05,14.09,0.671,10,51.9,0,2,0.1,6.9,5,55,1036,mobile,South,basic,home
101095,20.4,73.4,23.3,10.88,25.08,0.461,12.8,26.4,2,0,17.9,4.3,5,46.6,1590,mobile,South,plus,beauty
101096,48,93.1,37.9,4.96,112.9,0.227,15.8,64,0,1,18,8.8,5,62,2505,mobile,West,plus,groceries
101097,50.5,112.3,22.9,3.98,99.17,0.313,0.5,44.3,2,4,24.8,13.3,4.01,39.1,2347,desktop,West,plus,electronics
101098,42.7,75.3,13.6,11.07,67.64,0.461,1.9,34.2,3,2,0.2,12,5,47.8,2677,mobile,Northeast,basic,electronics
101099,22.8,68.3,15.7,6.33,17.29,0.697,17.9,36.8,2,0,10.8,5.9,5,52.4,1082,mobile,Midwest,basic,beauty
101100,33.7,,1.7,3.74,97.93,0.3,14.8,65.6,1,1,19.8,2.5,4.76,47.7,2473,tablet,West,plus,home
101101,36.3,63.3,29.1,7.42,32.31,0.589,12.1,,3,0,24.5,3.4,4.83,55.8,1410,mobile,South,premium,groceries
101102,39,,29.5,8.88,64.02,0.415,6.5,68.2,4,2,4.8,5.5,5,47.9,2309,desktop,South,plus,electronics
101103,51.3,111.3,56.3,3.04,102.32,0.215,6.7,54.1,0,2,13.7,10.7,5,57.7,2680,,Northeast,premium,beauty
101104,37.1,80,10.2,3.29,116.22,0.261,17.7,58,3,3,29.9,10.1,5,56.4,2462,mobile,Midwest,basic,electronics
101105,22.9,71.7,11.5,2.26,41.52,0.637,21.3,,1,1,9.2,8.9,4.69,49.1,1154,mobile,Northeast,basic,
101106,29.1,76,19.8,8.39,52.48,0.51,5.5,43.5,1,1,6.5,7.7,5,43.6,1851,tablet,Midwest,basic,groceries
101107,22.5,62.3,13.3,3.24,41.86,0.332,21.5,,0,2,23.6,7.9,4.78,46.4,1494,desktop,South,basic,groceries
101108,28.2,109.4,22,3.22,72.04,0.318,23.7,83.4,1,2,11.8,11.7,5,70.3,1997,mobile,Northeast,basic,groceries
101109,45,59.2,16.9,6.54,52.58,0.291,8,23.1,0,0,10.8,7.2,5,45.3,2162,tablet,South,premium,beauty
101110,45.6,81.5,19.3,5.78,83.76,0.351,2.3,37.2,1,1,23.9,16,5,45.4,2407,mobile,Northeast,basic,beauty
101111,30.5,67.2,28.6,6.13,39.37,0.524,11.1,,1,0,3,7,5,65.4,1640,mobile,South,basic,groceries
101112,42.4,39.7,34.9,9.86,87.68,0.261,2.2,52.5,1,1,10.3,24.1,4.98,38.5,2092,desktop,South,plus,beauty
101113,21.9,59,17.5,8.33,17.2,0.612,16.5,50.5,0,1,18.6,9.5,5,44.8,1072,desktop,Midwest,basic,groceries
101114,28.1,65,26.8,6.19,80.14,0.431,9.5,,1,2,8.4,18.1,4.9,65.1,2113,mobile,West,plus,groceries
101115,55.6,52.4,19.2,4.88,32.02,0.602,19,52.2,3,1,6.2,3.5,5,49.8,1750,tablet,South,premium,home
101116,30.6,93.7,26.4,3.92,120.47,0.125,2.7,32.2,2,4,0,10.9,4.66,44.3,2948,tablet,South,plus,electronics
101117,37,106.7,34.2,2.36,115.68,0.087,13.7,55.3,1,1,22.6,8.1,4.3,41.3,2624,desktop,Midwest,premium,electronics
101118,45.7,62.4,13.2,5.89,28.61,0.515,12.3,48.9,2,3,14.4,2.5,5,44.9,1399,desktop,South,plus,home
101119,34.1,59.3,17,9.21,75.1,0.539,12.4,16.3,5,3,6.4,9,5,42.2,2563,mobile,Midwest,basic,groceries
101120,31.8,43.5,4.9,5.38,32.31,0.399,10.2,22.9,0,1,3,3.1,4.52,46,1734,tablet,Midwest,premium,groceries
101121,38.5,114.1,15.9,5.88,121.89,0.224,8.8,91.1,1,3,16.4,9.5,5,67.5,3117,,West,plus,electronics
101122,47.8,93.4,12.9,4.72,79.11,0.338,9.1,56.1,3,3,4.4,15.1,3.87,53.3,1793,tablet,Northeast,basic,groceries
101123,37.5,,14.6,5.84,96.35,0.353,19.6,96.4,1,5,16,11.2,,58.4,2172,tablet,West,plus,home
101124,49.9,39.4,17.5,5.38,30.3,0.39,12.2,,1,3,17.8,9.9,,43.3,1366,desktop,West,basic,groceries
101125,37.9,96.2,37.9,4.35,111.4,0.3,0.2,44.3,2,2,31.3,0.7,,42.8,2653,mobile,South,premium,beauty
101126,27.1,96.7,26.3,2.84,35.64,0.274,13.9,,3,5,35.5,14,3.56,53.3,1268,mobile,Midwest,basic,beauty
101127,44.1,58.9,18.6,4.07,45.89,0.813,0.2,61.1,3,1,28.5,7.6,5,38.7,1408,desktop,West,basic,groceries
101128,43.7,47.8,17.4,5.25,31.68,0.593,10.4,45.9,0,1,17.7,9.4,4.31,61.5,1568,desktop,Midwest,premium,groceries
101129,41.4,65.1,31.3,5.94,31.98,0.535,7.5,114.8,2,2,14.2,4.9,4.74,58.5,1530,tablet,Midwest,basic,electronics
101130,45.5,120,53.7,3.72,118.98,0.254,6.8,67.9,1,1,20.3,11.5,5,68.7,2422,mobile,West,plus,home
101131,35.4,127.6,41.5,3.86,121.09,0,3.9,70.4,2,0,33.5,11.1,5,54.9,2415,tablet,Midwest,plus,groceries
101132,34.9,124.9,19.3,5.98,133.75,0,2.7,60.7,1,3,7.4,7.8,5,49.2,3181,mobile,West,plus,beauty
101133,38.7,57.6,19.5,6.63,36.17,0.888,11.3,70.9,1,1,10.6,8.5,5,58.5,1314,mobile,West,plus,beauty
101134,38.4,63.1,48.2,7.42,114.76,0.235,13.1,72.4,0,2,19.9,8.3,5,53.8,2818,tablet,West,basic,electronics
101135,46.7,67.7,31.4,8.22,76.68,0.523,10.6,88,2,0,9.6,16.1,5,57.6,2273,desktop,Midwest,basic,groceries
101136,48.9,89.9,28.1,4.74,110.58,0.215,10.9,90.1,0,2,11.6,13.2,,44.8,2330,tablet,Midwest,plus,electronics
101137,49.9,82.5,23.9,10.55,55.91,0.567,5.1,36.7,5,1,8.1,17.2,5,54.4,1846,desktop,West,basic,groceries
101138,37.5,117.1,23.8,1.88,80.71,0.543,27.7,156.2,6,6,17.5,11.3,3.99,54.2,1666,mobile,South,basic,groceries
101139,20.5,,10.2,3.74,90.65,0.168,21,58.1,4,3,41,6.8,5,65.7,2761,mobile,West,premium,groceries
101140,39.5,78.6,12.8,6.76,51.47,0.309,15.2,90.3,1,1,5.7,11.4,5,61.6,1494,tablet,South,plus,groceries
101141,38,35.9,28.9,3.1,17.17,0.931,12.5,30.5,1,1,4.1,7.7,4.63,52.3,1210,mobile,Midwest,premium,home
101142,29.1,,13.4,6.22,32.2,0.688,14.1,50.2,0,1,6.3,8,,55.5,1122,mobile,West,basic,home
101143,43.6,37.5,16.1,6.11,17.53,0.599,11.6,67.8,0,2,17.7,8.3,5,61.7,800,,South,basic,
101144,61.6,93.9,24,3.95,91.98,0.212,11.4,76.7,0,2,17.8,12.1,5,56.8,2386,mobile,West,premium,beauty
101145,37.2,97,22.4,7.55,63.97,0.316,7.6,25.8,3,2,9.6,9.8,5,44.2,1916,mobile,Midwest,basic,
101146,47.6,94.6,11.7,6.13,81.44,0.365,2.4,87,2,3,12.8,6.8,5,46,2506,desktop,West,premium,groceries
101147,43.2,87.4,50.6,6.67,97.72,0.037,0.1,,3,0,20.9,6.5,5,44.1,2525,desktop,West,premium,beauty
101148,31.7,89,27,6.4,61.11,0,16.1,111.2,4,3,31.4,6.1,,65,2075,desktop,Northeast,basic,beauty
101149,38.7,104.6,15.5,5.59,40.53,0.782,11.3,59.5,0,0,16.4,5.8,,72.7,1861,mobile,West,premium,groceries
101150,53.9,42.2,21.7,6.96,21.52,0.868,10.3,44,0,2,8.8,4,5,53.9,1047,mobile,Midwest,plus,groceries
101151,47.7,75.1,3.5,3.41,63.03,0,19.6,129.7,1,2,20.3,5.1,5,74,1733,mobile,West,plus,groceries
101152,42.9,77.2,27.8,4.84,51.29,0.4,8.7,76.4,1,4,1.6,0.6,4.07,67.9,1858,mobile,Midwest,basic,groceries
101153,37.2,65,28.9,7.12,30.15,0.561,14.8,66.1,5,2,3.6,6.2,5,63.5,1254,mobile,Northeast,basic,
101154,33.3,,22.2,2.94,109.42,0.218,8.1,56.9,0,0,14.1,10.5,5,43.1,2450,mobile,Northeast,plus,beauty
101155,46.1,111.7,46.6,2.73,96.23,0.083,0.1,98.3,0,1,1.2,7.4,5,43.7,1923,desktop,Northeast,plus,groceries
101156,23,74.3,13.2,5.68,72.57,0.342,21.8,85.2,1,0,28.7,15.8,,68.7,2247,mobile,West,premium,home
101157,44.9,35.2,19.6,6.13,38.53,0.626,16.7,83.7,1,0,17.1,9.3,5,50.9,1528,mobile,Midwest,basic,groceries
101158,59.4,58.5,34.3,5.32,37.67,0.539,14.6,35.2,1,2,3.7,6.4,5,54.5,1423,mobile,Midwest,basic,beauty
101159,35.5,96.5,10.2,5.95,99.7,0.118,3.6,,3,0,14.9,15.9,5,45.5,2625,mobile,Northeast,basic,home
101160,32.8,136.4,15,4.15,72.22,0.254,9.7,94.5,2,2,30.9,6.6,4.68,50.3,1947,mobile,South,plus,groceries
101161,56.2,76.2,12.1,7.58,69.33,0.415,5,27.6,1,1,15.1,7.5,5,45.2,2048,desktop,Midwest,basic,groceries
101162,48.7,,20.8,3.45,102.77,0.412,10.6,103.9,2,1,20.5,9.8,4.57,53,2497,desktop,Northeast,premium,
101163,51.4,81.9,5.1,3.47,53.88,0.4,11.9,34.8,1,3,0,9.9,5,54.7,1535,desktop,Midwest,basic,groceries
101164,40.2,45.7,1.9,3.29,33.68,0.685,16,68.8,1,1,18.3,4.5,4.99,73.9,872,desktop,West,plus,groceries
101165,39.4,,26.7,12.13,66.26,0.431,12.8,19,1,0,1.1,15.5,5,38.6,2379,tablet,West,plus,groceries
101166,48.1,,18,9.08,67.53,0.479,5.8,18.4,1,1,5.3,0.2,5,42.7,2054,desktop,South,plus,groceries
101167,46.6,56.2,24.7,2.53,40.63,0.704,15.9,61.2,0,0,18.9,7.9,4.59,58.1,1230,mobile,Midwest,plus,beauty
101168,44.2,114,34.9,2.05,113.79,0.388,6,,2,1,16.3,10.8,5,51.3,2851,mobile,Midwest,premium,home
101169,42.4,80.4,22.1,3.87,107.76,0.078,12.3,83.3,1,2,6.3,10.7,4.89,65.5,2670,mobile,Northeast,premium,beauty
101170,38.2,71.6,30.3,10.8,47.15,0.535,5.3,39.7,2,2,7.7,15.3,5,49.4,2065,desktop,South,basic,groceries
101171,41.3,,11.4,7.48,18.38,0.555,9.3,,1,3,10.5,2.6,5,52.9,1314,mobile,Midwest,plus,groceries
101172,26.6,68,5.6,1.61,98.4,0.117,17.1,91.7,6,4,27.7,5.5,4.07,44.8,2044,,Northeast,premium,home
101173,31.4,87.8,11.7,4.45,90.66,0.095,29.5,72.1,3,5,12.1,10.3,4.14,49.9,2368,tablet,Northeast,premium,electronics
101174,47.2,,40.5,5.88,54.78,0.531,7,,4,0,9.2,12.7,4.83,50.4,1916,mobile,South,plus,home
101175,39.9,119.3,22.4,1.84,91.29,0.385,16,84,3,2,37.9,9.2,4.55,65.6,1632,mobile,Northeast,plus,groceries
101176,35.1,76.3,20.5,6.15,64.99,0.107,5.1,,2,2,15.9,8.2,5,63.5,2073,mobile,Northeast,premium,groceries
101177,37.5,67.4,41.8,5.37,83.73,0.198,10,37.8,1,1,28.7,13.3,5,39.4,2661,mobile,West,premium,home
101178,44.5,,5.7,3.77,121.18,0.263,7.5,74.7,0,2,15.8,12.4,5,45.3,2856,tablet,Northeast,premium,home
101179,45.8,45.1,8.4,4.62,30.53,0.688,10.3,73.4,3,0,18.1,9.6,5,70.8,1407,desktop,Midwest,basic,groceries
101180,37.4,82,30.8,2.39,40.05,0.834,6.6,64.5,2,2,10.6,9.4,4.74,47,1301,desktop,West,plus,electronics
101181,37.3,76.7,41.8,4.79,89.33,0.134,1.5,64.6,2,2,12.7,14.3,4.98,47.4,2608,desktop,Midwest,basic,beauty
101182,32.1,79.7,36.3,5.44,72.72,0.025,8.5,65,2,2,24.4,6,5,43.8,2013,desktop,Midwest,plus,home
101183,33.9,84.3,22.6,3.53,88.76,0.046,20.3,58.4,0,1,7.3,7.9,,48.1,2485,mobile,West,basic,groceries
101184,36.9,100.7,26.1,6.71,62.85,0.428,8.5,54.6,2,0,1.3,9.5,,45.2,1720,mobile,South,plus,groceries
101185,33.1,66.2,43,7.5,18.07,0.643,7.2,76.3,0,0,8.3,10.7,5,45.1,1304,desktop,Midwest,premium,groceries
101186,51.8,116.7,49.2,5.8,114.06,0.177,15,62.5,1,1,19.4,11.1,5,54.2,2686,mobile,West,premium,groceries
101187,39.3,77.8,25.9,6.67,38.49,0.391,9.1,36.1,1,3,16.2,16,,46.3,1454,desktop,South,basic,electronics
101188,29,99.8,5.2,4.07,44.91,0.628,24.1,153.9,6,5,34.8,11.9,4.62,51.9,1222,mobile,Midwest,plus,groceries
101189,60.3,64.9,22.5,2.81,43.24,0.685,14,71.3,1,2,20.6,8.6,4.32,55.9,1158,mobile,Northeast,basic,beauty
101190,39.4,78.2,19.1,9.31,77.46,0.533,6.9,48.6,0,1,12.6,11.3,5,53.3,2400,,South,basic,groceries
101191,32.8,94.1,16.9,5.07,97.39,0.22,22.6,,6,3,39.7,4.9,4.1,52.4,2478,mobile,West,basic,groceries
101192,18,80.6,14.6,5.22,67.77,0.24,10.7,92.7,2,3,20.4,11.7,5,59.7,2289,tablet,West,basic,groceries
101193,52.6,127.7,23,4.26,82.27,0.117,8.7,,2,0,14.6,14.4,,66.4,2290,tablet,Northeast,plus,groceries
101194,47.1,69.7,15.4,5.97,20.03,0.778,15,85,3,0,12.5,8.5,5,54.9,1109,desktop,South,basic,groceries
101195,41,128.7,40.2,4.98,81.02,0.205,7.6,58,2,0,29.8,3.2,5,44.7,2206,desktop,West,premium,groceries
101196,38,113.4,26.8,4.91,105.02,0.174,13.8,52.5,0,1,15.5,9.4,,53.1,2924,mobile,Northeast,premium,electronics
101197,50.4,81.8,23.6,8.39,53.29,0.479,8.4,71.2,0,2,4.3,10.3,5,56,1945,desktop,South,basic,groceries
101198,20.6,84.7,39.7,6.98,19.08,0.679,5.7,55.6,1,2,0.7,9.3,5,38.8,989,mobile,Northeast,basic,groceries
101199,18,27.6,12.7,6,20.22,0.807,17.4,73.9,0,1,1.8,8,5,43.8,991,mobile,Midwest,basic,groceries
101200,23.2,123.2,34.5,5.66,130.63,0.168,5.9,44.5,1,5,0,11.4,,49.3,2862,mobile,West,basic,
101201,56.8,72.7,60,4.28,105.23,0.01,11.6,47.4,2,3,18.5,9,,53.4,2822,mobile,West,premium,home
101202,19.1,76.5,12.9,3.32,14.69,0.422,18.4,,2,4,34.3,6.5,4.19,58.4,827,,South,plus,groceries
101203,53,86.5,24.6,5.47,89.57,0.194,7.1,62.2,0,1,24.8,6.5,5,42.1,2223,desktop,Midwest,premium,groceries
101204,45.5,83.6,27.6,7.2,89.46,0.494,7.8,69.4,1,2,0,9.4,5,50.7,2712,desktop,West,plus,groceries
101205,32.8,109.2,29.4,5.28,103.61,0.2,5.4,79.5,1,1,15.6,8.5,,53.1,2398,desktop,Midwest,basic,home
101206,32.4,86.6,4.7,7.76,50.24,0.347,4.6,5.3,0,2,0,13.1,5,72.3,2570,mobile,West,premium,beauty
101207,32.1,94.2,40.6,5.12,79.51,0.116,9.7,79.3,1,5,15.4,9.3,,65.1,2634,tablet,Midwest,premium,electronics
101208,40.7,111.6,4.5,2.29,75.11,0.281,6.2,75.8,2,2,16.9,7.4,5,50.6,1523,mobile,Northeast,basic,groceries
101209,29.2,80,16.7,2.24,30.73,0.389,5.7,64.6,1,0,0,10.2,5,62.9,1029,desktop,Midwest,basic,home
101210,23.5,62.4,14,6.78,34.69,0.682,8.7,38.7,0,0,15.8,11.4,5,44.5,1060,tablet,South,plus,groceries
101211,35.6,71.7,29,6.61,26.93,0.55,14.4,52.4,1,2,1.5,0.2,5,63.3,1396,mobile,Northeast,basic,groceries
101212,39,54.1,31.4,8.49,29.26,0.76,8.7,33.2,0,1,14.6,6.5,5,34.3,1415,mobile,Midwest,plus,groceries
101213,33.2,65.8,27.1,7.26,17.09,0.67,12.3,36.1,2,0,4.4,10.5,5,53.9,1186,mobile,West,basic,groceries
101214,27.8,27.6,12.2,4.12,44.53,0.285,13.9,79.3,3,4,32.8,8.4,,59.8,1300,mobile,Northeast,plus,home
101215,36,94.8,29.7,6.75,46.97,0.474,5.2,45.6,1,1,3.2,12.9,,51.7,1783,desktop,Midwest,plus,electronics
101216,34.3,67.5,22.4,6.14,37.68,0.6,11.3,67.1,0,1,18.5,9.7,5,62.5,1612,desktop,Midwest,basic,groceries
101217,24.9,,13.3,4.3,41.85,0.431,14.1,109.9,3,4,31.3,8.4,5,44.6,1098,desktop,Midwest,plus,
101218,31.4,65.9,20.6,10.87,33.21,0.677,17.7,49.7,1,0,18.8,9.8,5,59.2,1570,mobile,Midwest,plus,groceries
101219,33.2,130.8,20.4,2.11,70.39,0.187,23.4,109.1,2,2,6.1,8.1,5,66,1823,,Northeast,premium,beauty
101220,41.4,70.5,23.4,4.52,77.48,0.49,13.9,49.9,3,1,7.6,9.3,5,44.7,1804,mobile,South,plus,groceries
101221,50.1,87.3,30.4,9.04,63.83,0.266,10.7,36,1,2,5.1,13.3,5,63.9,1759,desktop,South,basic,home
101222,46.5,112.4,31.1,6.77,34.62,0.653,17.6,46,0,0,8.3,7.3,5,35.6,1725,mobile,South,premium,home
101223,23.8,59,6,3.36,78.33,0.352,16.5,22.9,6,4,13.7,2.9,4.24,51.6,2202,mobile,South,plus,beauty
101224,46.2,92,41.4,6.65,55.28,0.29,2.8,62.1,1,1,11.5,8.8,5,60,2476,desktop,Northeast,plus,home
101225,48.3,77.6,32.9,5.22,57.04,0.322,4.3,57.5,4,3,19.3,25.2,2.64,49.3,1747,mobile,West,basic,groceries
101226,50.3,126.5,40.6,3.77,121.18,0.263,7.5,74.7,0,2,15.8,12.4,5,41.7,2974,tablet,Midwest,premium,electronics
101227,40.5,45.3,16.7,7.85,44.89,0.437,13.5,81.8,2,1,1.7,17.4,5,67.6,1683,desktop,West,basic,beauty
101228,36.9,80.9,2.8,3.33,96.45,0.365,19.1,86.7,5,5,19,5.1,3.33,58.8,1966,mobile,Midwest,plus,groceries
101229,60.4,,43.2,7.76,66.58,0.224,17.5,,4,4,15.6,11.6,,58.1,1838,mobile,South,plus,home
101230,24.8,82.2,18.1,2.62,66.49,0.021,19.7,,4,4,35.7,9,4.3,59.7,1497,mobile,West,plus,electronics
101231,35.4,76.2,22.8,3.45,69.31,0.37,15.8,54.5,1,3,25,2.6,5,54.6,1846,tablet,West,basic,groceries
101232,57.7,99,1.4,5.32,89.31,0.28,9.2,60.5,1,1,5.9,8.5,5,59.4,2658,mobile,West,premium,beauty
101233,18,67.9,25.6,3.81,59.52,0.057,22.5,118.3,4,4,26.3,8.9,3.8,52.4,1639,desktop,Midwest,basic,home
101234,55.6,118.1,28.8,3.52,133.12,0.165,2.4,49.8,2,3,16.2,9.8,4.83,45.7,3208,mobile,Northeast,premium,beauty
101235,21.9,42.4,3,6.08,30.77,0.454,0.2,46.2,0,2,7.3,10.9,4.87,49.9,1755,mobile,West,basic,home
101236,40.3,106.6,11.2,4.27,66.26,0.436,25.5,109.5,3,5,12.2,5.2,5,56.5,1665,mobile,South,plus,groceries
101237,37.6,51.5,27.8,6.6,30.81,0.294,9.9,71.1,2,3,11.2,12.5,5,61,1023,mobile,Midwest,plus,beauty
101238,37,52,27.1,6.54,32.28,0.612,13.9,,3,0,5.4,11.1,5,58.4,1115,mobile,West,basic,groceries
101239,35.6,95.9,38.7,3.42,64.36,0.377,12,79.3,3,2,24,7.9,4.45,32.6,1734,desktop,South,plus,groceries
101240,54.4,118.1,29.1,4.64,139.68,0.075,1.9,43.7,2,1,26.2,19.1,5,48.6,3104,mobile,Northeast,basic,beauty
101241,35,66,43.5,1.11,104.92,0.053,5.3,43.6,1,3,18.2,6.2,5,44.8,2644,mobile,Midwest,premium,beauty
101242,33.7,,40.7,2.11,52.36,0.438,5.7,55.8,0,1,4.8,13.7,,57.6,938,tablet,West,basic,home
101243,40.7,59.2,1.8,4.94,37.33,0.471,15.1,75.3,1,0,0,6.3,5,67.1,1477,desktop,South,plus,groceries
101244,41,105.9,27.4,7.5,93.63,0.487,6.3,46.2,5,3,0,11.7,5,62.8,2504,mobile,Midwest,plus,electronics
101245,45.9,57.2,2.8,4.45,50.44,0.344,26.5,88.1,4,4,45.6,7.5,4.32,75.9,1366,desktop,West,basic,beauty
101246,18,50.3,14.8,8.63,35.7,0.441,8,,1,1,14.3,0.2,5,48.9,1671,mobile,Midwest,basic,
101247,53.8,129,34.7,3.82,108.32,0.186,9.3,62.4,1,1,12.1,2.2,5,65.2,2583,desktop,Northeast,basic,electronics
101248,37.7,58.3,41.6,10.38,44.52,0.525,0.1,63.4,2,2,13.7,5.7,5,52.2,2262,mobile,South,plus,electronics
101249,46.8,119.7,32.6,6.23,128.09,0.203,4.5,80.8,0,2,11.9,12.7,5,58.6,3237,,Northeast,premium,
101250,61.2,109.8,32.9,5.63,102.03,0.201,2.8,62.6,1,2,7.6,10.4,,52.7,2651,mobile,West,premium,beauty
101251,25,114.5,56.6,3.7,105.2,0.411,9.8,67.7,1,1,38.5,12.8,5,49.9,2700,mobile,South,premium,beauty
101252,33,85.8,23.5,9.38,37.79,0.918,13.6,55.2,2,0,12,5.4,5,49.9,2206,desktop,West,basic,groceries
101253,27.2,75.2,3.4,1.87,70.55,0.085,25.3,145.3,1,0,23.2,2.5,4.93,65.2,1881,tablet,Northeast,plus,groceries
101254,40.9,58.1,5.3,10.09,55.35,0.56,5.1,45.3,1,1,16.6,5.2,5,54.1,2357,desktop,South,basic,home
101255,30.2,,26.2,6.37,40.24,0.507,5.9,47.7,2,0,8.7,9.9,5,46.8,1674,desktop,South,plus,
101256,49.1,51.9,11.5,2.82,18.34,0.959,8.1,58.1,2,1,32,10.9,3.59,50.8,1346,mobile,South,premium,groceries
101257,43.7,73.5,22.8,10.09,63.69,0.601,7.1,,3,3,10.8,4.6,5,53.8,1738,mobile,Northeast,basic,groceries
101258,40.7,82.9,21.6,5.7,23.69,0.746,13.4,34.9,3,0,20.6,4.9,5,60.2,1429,mobile,South,basic,groceries
101259,40.5,48.6,26,8.32,19.11,0.53,11.1,40,0,2,18.8,4.4,5,44,1055,mobile,West,basic,electronics
101260,47.8,79.6,29.5,4.44,28.59,0.665,6,9.5,2,0,6.8,6.9,5,45.4,934,mobile,Midwest,basic,groceries
101261,31.4,38.9,24.3,6.02,23.47,0.639,7.7,55.1,1,0,21.4,10.5,5,37.4,1406,mobile,Northeast,basic,groceries
101262,33,112.1,1,5.76,118.74,0.285,7.9,79.2,1,2,2.2,3,,63.1,2872,desktop,Northeast,premium,
101263,35,53,47.4,5.92,104.27,0.019,5.6,42.1,4,3,30.7,14,3.17,37.4,2034,desktop,Midwest,plus,electronics
101264,50.3,,30.9,10.03,55,0.467,10.6,,3,4,7.3,8.6,5,43.6,2069,mobile,Midwest,basic,electronics
101265,49.4,94.5,62.5,5.65,68.81,0.321,13.7,79,3,3,0,13.9,4.6,56.5,1926,desktop,Midwest,basic,groceries
101266,39.9,64.9,7.4,9.08,60.08,0.536,12.4,41.9,2,1,5.6,8.4,5,52.7,1914,desktop,South,basic,
101267,35.9,115.1,13.4,4.47,84.48,0.236,6.5,74.1,4,2,25.7,14.5,4.38,47.5,2291,desktop,West,basic,electronics
101268,34,97.8,14.3,5.01,60.26,0.085,12.8,83.5,2,2,8,2,5,64.6,1897,mobile,West,plus,groceries
101269,34.4,101.3,14.2,5.39,68.46,0.509,16.4,47.5,1,0,7.1,14.9,4.44,62.5,2297,desktop,South,plus,groceries
101270,46.2,52.9,26.4,10.37,46.07,0.572,7.9,50.5,3,4,3.8,12.3,5,46.2,2063,mobile,Midwest,basic,groceries
101271,44.5,55.3,17.9,3.96,31.61,0.548,9.9,28.4,2,0,16.9,6.2,5,51.1,1407,mobile,South,basic,groceries
101272,42.3,118.1,29.6,6.34,95.8,0.183,4,71.8,2,2,21.6,8.8,5,55.8,2398,mobile,Northeast,basic,electronics
101273,26.7,104.7,4.8,5.14,65.23,0.022,1.9,95.9,1,0,18.9,4.6,5,33.2,1702,desktop,Northeast,plus,beauty
